MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,ZipCode,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
VAAR170626,RES,Active,,1,185,10/01/2020,,,,"$2,095,000","$2,095,000",,5527,,32Nd,,Arlington,VA,1534,ARLINGTONVA,,,,CRESCENT HILLS,Steven J Watson,3063910,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,8531,2020,0.24,004,FeeSimple,No,No,No,,,,2021,6427,,5,5,1,Three,FarmhouseNationalFolk,"Lower1,Main,Upper1",,Yes,3,,,,,Yes,No,Yes,,,,,2.5,,,BRIGHT,4700,1727,,,
DCDC489826,RES,Active,,1,1,10/01/2020,,,,"$1,425,000","$1,425,000",,2227,,13Th,,Washington,DC,4409,WASHINGTONDC,,,,U STREET CORRIDOR,Nathan J Guggenheim,136029,"Washington Fine Properties, LLC",WFP3,(202) 333-3320,,,,,,,,,,,7250,2019,0.03,,FeeSimple,No,No,No,,,,1890,2415,Excellent,4,3,1,Three,Victorian,"Lower1,Main,Upper1",,Yes,,No,"HasLaundry,LowFlrLndry",,,No,No,No,,,,,3,3,,BRIGHT,1610,805,Excellent,,
DCDC489218,RES,Active,,1,1,10/01/2020,,,,"$849,000","$849,000",,3324,,18Th,1,Washington,DC,3095,WASHINGTONDC,,,,MOUNT PLEASANT,Nathan J Guggenheim,136029,"Washington Fine Properties, LLC",WFP3,(202) 333-3320,,,,,,,,,,,5243,2019,,,Condominium,No,Yes,No,,,,1909,1135,Excellent,2,2,,Two,BeauxArts,"Lower1,Main",1,Yes,,Yes,"DryerInUnit,HasLaundry,LowFlrLndry,WasherInUnit",,,Yes,No,No,,,,,3,3,,BRIGHT,1135,0,Excellent,,
DCDC489600,RES,Active,,1,1,10/01/2020,,,,"$863,700","$863,700",,1331,,Kenyon,3,Washington,DC,7201,WASHINGTONDC,,,,COLUMBIA HEIGHTS,Nathan J Guggenheim,136029,"Washington Fine Properties, LLC",WFP3,(202) 333-3320,,,,,,,,,,,6307,2019,,,Condominium,No,Yes,No,,,,1895,1918,Excellent,3,2,1,One,Federal,Main,,No,,Yes,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,3,3,,BRIGHT,1918,0,Excellent,,
VAFX1158302,RES,Active,,1,1,10/01/2020,,,,"$619,950","$619,950",,4721,,Tatum Mill,,Chantilly,VA,,FAIRFAXVA,,,,COMMONWEALTH PLACE AT WESTFIELDS,Carla C Brown,151913,Toll Brothers Real Estate Inc.,TOLL1,(855) 298-0316,,,,,,,,,,,0,2021,,,Condominium,No,Yes,Yes,Monthly,99,Monthly,2021,2456,Excellent,3,2,1,Two,Contemporary,"Main,Upper1,Upper2,Upper3",,No,1,,"DryerInUnit,Hookup,UpprFlrLndry,WasherInUnit",,,Yes,No,Yes,Walney Virginian,,,,3,,,BRIGHT,2456,,Excellent,,
DCDC489708,RES,Active,,1,1,10/01/2020,,,,"$420,000","$420,000",,3121,,Hawthorne,3121,Washington,DC,1040,WASHINGTONDC,,,,BROOKLAND,Steven Thomas Lasik,3246860,TTR Sotheby's International Realty,TTRS5,(202) 234-3344,,,,,,,,,,,2158,2019,,,Condominium,No,Yes,No,,,,1981,1200,,2,1,1,Two,Contemporary,Main,,No,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1200,0,,,
VAAX251708,RES,Active,,1,1,10/01/2020,,,,"$379,900","$379,900",,5250,,Valley Forge,807,Alexandria,VA,5617,ALEXANDRIACITYVA,,,,WAPLETON CONDOMINIUM,Carla L Williams,53419,RE/MAX Premier,RMAX66,(703) 802-2850,,,,,,,,,,,4292,2020,,015,Condominium,No,Yes,No,,,,1966,1387,,2,2,,One,Traditional,Main,8,No,,No,Shared,,,Yes,No,No,,,,,2.5,,,BRIGHT,1387,0,,,
VAAX251714,RES,Active,,1,1,10/01/2020,,,,"$860,000","$860,000",,268,,Medlock,,Alexandria,VA,8614,ALEXANDRIACITYVA,,,,CAMERON STATION,Kristin M Francis,3026270,KW Metro Center,KWR17,(703) 224-6000,,,,,,,,,,,9013,2020,0.04,061,FeeSimple,No,No,Yes,Quarterly,400,Quarterly,2000,3122,VeryGood,4,3,1,Four,Colonial,"Lower1,Main,Upper1,Upper2",,No,2,Yes,"HasLaundry,UpprFlrLndry",,,Yes,No,No,RANDOLPH/END UNIT,,,,2.5,,,BRIGHT,3122,0,VeryGood,,
VAAR170280,RES,Active,,1,1,10/01/2020,,,,"$1,250,000","$1,250,000",,4717,,24Th,,Arlington,VA,3516,ARLINGTONVA,,,,LEE HEIGHTS,William S Gaskins,109745,KW United,KWR30,(703) 533-1500,,,,,,,,,,,9328,2020,0.18,004,FeeSimple,No,No,No,,,,1938,3006,Excellent,5,3,1,Four,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,2374,632,Excellent,,
MDMC727932,RES,Active,,1,1,10/01/2020,,,,"$365,000","$365,000",,16,,Granite,173,Gaithersburg,MD,6596,MONTGOMERYMD,,,,THE COLONNADE CODM,Nurit Coombe,73651,RE/MAX Elite Services,RXES1,(301) 850-2909,,,,,,,,,,,3597,2019,,011,Condominium,No,Yes,Yes,Monthly,169.22,Monthly,2005,1287,,2,2,,One,CondoUnit,Main,1,No,,Yes,,,,Yes,No,No,,,,,3,3,,BRIGHT,1287,0,,,
MDMC728338,RES,Active,,1,142,10/01/2020,,,,"$2,699,500","$2,699,500",,3203,,Farmington,,Chevy Chase,MD,4826,MONTGOMERYMD,,,,FARMINGTON,Andres A Serafini,3006964,RLAH Real Estate,RLAH1,(301) 652-0643,,,,,,,,,,,31568,2019,0.83,,FeeSimple,No,No,No,,,,2018,10500,,6,7,1,Three,Contemporary,"Lower1,Main,Upper1",,Yes,4,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,8000,2500,,,
MDPG583096,RES,Active,,1,88,10/01/2020,,,,"$419,000","$419,000",,5906,,Crown,,Capitol Heights,MD,2007,PRINCEGEORGESMD,,,,CAPITOL HEIGHTS,Wanda M Hamilton,2827,Keller Williams Preferred Properties,KWPP1,(240) 737-5000,,,,,,,,,,,398,2019,0.11,011,FeeSimple,No,No,No,,,,0,2100,Excellent,3,4,1,Three,Colonial,Main,,Yes,,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1500,600,Excellent,,
DCDC489338,RES,Active,,1,1,10/01/2020,,,,"$1,095,000","$1,095,000",,550,,7Th,,Washington,DC,2737,WASHINGTONDC,,,,CAPITOL HILL,Laura McClung Adams,3089852,Cranford & Associates,CRN1,(202) 471-4100,,,,,,,,,,,7478,2019,0.02,,FeeSimple,No,No,No,,,,1965,1800,,4,2,1,Three,Federal,"Main,Upper1,Upper2",,No,,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1800,0,,,
VAFC120488,RES,Active,,1,103,10/01/2020,,,,"$549,900","$549,900",,4210,,Lamarre,,Fairfax,VA,5134,FAIRFAXCITYVA,,,,WARREN WOODS,Ruth D Henriquez,3028365,Keller Williams Capital Properties,KWCP3,(703) 964-1290,,,,,,,,,,,4616,2020,0.24,033,FeeSimple,No,No,No,,,,1953,975,,4,2,,Two,Rancher,Main,,Yes,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,975,0,,,
MDPG583192,RES,Active,,1,1,10/01/2020,,,,"$252,000","$252,000",,2502,,Amherst,,Hyattsville,MD,2743,PRINCEGEORGESMD,,,,PARKSIDE,Olga Flores,3004979,ERA Realty Group,RTR2,(301) 592-0200,,,,,,,,,,,4148,2019,0.14,011,FeeSimple,No,No,No,,,,1954,1476,,3,2,0,Two,Rancher,Main,,Yes,,,,,,No,No,No,,,,,3,0,,BRIGHT,1476,0,,,
MDPG583112,RES,Active,,1,1,10/01/2020,,,,"$400,000","$400,000",,5807,,Black Hawk,,Oxon Hill,MD,1210,PRINCEGEORGESMD,,,,FOREST HEIGHTS,William B Alvey,58821,Exit Landmark Realty,ELMR1,(301) 934-2022,,,,,,,,,,,5583,2019,0.34,011,FeeSimple,No,No,No,,,,1951,1607,VeryGood,4,2,,Two,Rancher,"Lower1,Main",,Yes,1,Yes,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1607,0,VeryGood,,
VAFX1158366,RES,Active,,1,1,10/01/2020,,,,"$1,350,000","$1,350,000",,2010,,Crofton,,Falls Church,VA,1500,FAIRFAXVA,,,,HILLSIDE MANOR,Stephen I Hales,84466,Berkshire Hathaway HomeServices PenFed Realty,PFED25,(703) 836-1464,,,,,,,,,,,11679,2020,0.38,132,FeeSimple,No,No,No,,,,1992,4451,VeryGood,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,3176,1275,VeryGood,,
VAAX251620,RES,Active,,1,1,10/01/2020,,,,"$849,900","$849,900",,2016,,Scroggins,,Alexandria,VA,3121,ALEXANDRIACITYVA,,,,SEMINARY HEIGHTS,Jennifer L Walker,63150,"McEnearney Associates, Inc.",MCE1,(703) 549-9292,,,,,,,,,,,8904,2020,0.18,022,FeeSimple,No,No,No,,,,1947,2518,Excellent,4,2,1,Three,CapeCod,"Lower1,Main,Upper1",,Yes,,Yes,,,,Yes,No,No,,,,,3,,,BRIGHT,1682,836,Excellent,,
DCDC488198,RES,Active,,1,1,10/01/2020,,,,"$1,099,000","$1,099,000",,1358,,South Carolina,,Washington,DC,2371,WASHINGTONDC,,,,CAPITOL HILL,Eric M Broermann,121955,Compass,COMPS1,(202) 386-6330,,,,,,,,,,,7354,2019,0.02,,FeeSimple,No,No,Yes,Quarterly,469.52,Quarterly,2004,2052,Excellent,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,No,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,3,0,,BRIGHT,1912,140,Excellent,,
VAFX1158986,RES,Active,,1,1,10/01/2020,,,,"$325,000","$325,000",,2710,,Bellforest,105,Vienna,VA,7333,FAIRFAXVA,,,,WESTBRIAR,Amber Williams,3084831,Sweet Homes America Incorporated,SWEETH1,(703) 944-3884,,,,,,,,,,,2804,2020,,038,Condominium,No,Yes,Yes,Unknown,0,Unknown,2000,902,,1,1,,One,CondoUnit,Main,1,No,1,,,,,Yes,No,No,,,,,1,,,BRIGHT,902,0,,,
MDMC727588,RES,Active,,1,1,10/01/2020,,,,"$729,000","$729,000",,1021,,Reserve Champion,,Rockville,MD,6622,MONTGOMERYMD,,,,KING FARM,Richard Lee,140345,Best Home Realty,BHO1,(301) 996-6728,,,,,,,,,,,8985,2019,0.08,011,FeeSimple,No,No,Yes,Monthly,118.65,Monthly,2003,3254,,4,3,1,Four,Traditional,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,2814,440,,,
MDPG583080,RES,Active,,1,1,10/01/2020,,,,"$430,000","$430,000",,7807,,Powhatan,,New Carrollton,MD,3529,PRINCEGEORGESMD,,,,GREENBRIAR,Phuong Tran,5696,Nitro Realty,NTRO1,(888) 444-9964,,,,,,,,,,,5476,2019,0.17,011,FeeSimple,No,No,No,,,,1961,2495,"Good,Average",5,3,0,Three,SplitLevel,"Lower1,Main,Upper1",,Yes,,Yes,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,2495,0,"Good,Average",,
DCDC489926,RES,Active,,1,1,10/01/2020,,,,"$1,095,000","$1,095,000",,1311,,E,3-A,Washington,DC,,WASHINGTONDC,,,,CAPITOL HILL,Sean P Ruppert,64534,Monument Sotheby's International Realty,MONUM1,(410) 525-5435,,,,,,,,,,,7700,2019,0.01,,FeeSimple,No,No,Yes,Monthly,253,Monthly,2020,1760,,3,3,1,Three,Victorian,"Main,Upper1,Upper2,Upper3",,No,1,,,,,No,No,Yes,,,,,2.5,2.5,,BRIGHT,1760,,,,
DCDC489814,RES,Active,,1,1,10/01/2020,,,,"$1,600,000","$1,600,000",,2298,,Champlain,C,Washington,DC,3135,WASHINGTONDC,,,,ADAMS MORGAN,Amanda M Mills,112112,Compass,COMPS1,(202) 386-6330,,,,,,,,,,,10460,2019,,,Condominium,No,Yes,No,,,,1920,2000,,3,3,1,Three,Victorian,"Main,Upper1,Upper2",1,No,,,"DryerInUnit,UpprFlrLndry,WasherInUnit",,,Yes,No,No,,,,,3,0,,BRIGHT,2000,0,,,
VAFX1157330,RES,Active,,1,1,10/01/2020,,,,"$377,500","$377,500",,6301,,Edsall,321,Alexandria,VA,2684,FAIRFAXVA,,,,ISABELLA AT MONTICELLO MEWS,Lenwood A Johnson,76352,Keller Williams Realty,KWR14,(703) 357-9200,,,,,,,,,,,4081,2020,,064,Condominium,No,Yes,No,,,,2012,1155,Excellent,2,2,,One,Contemporary,Main,3,No,1,,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,1155,0,Excellent,,
MDMC728126,RES,Active,,1,1,10/01/2020,,,,"$1,060,000","$1,060,000",,11212,,Willowbrook,,Potomac,MD,2567,MONTGOMERYMD,,,,WILLOWBROOK,Traudel Lange,3590,Compass,COMPS9,(301) 304-8444,,,,,,,,,,,8937,2019,0.36,011,FeeSimple,No,No,No,,,,1968,4382,VeryGood,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,3373,1009,VeryGood,,
MDMC727936,RES,Active,,1,1,10/01/2020,,,,"$729,000","$729,000",,604,,Tegner,,Rockville,MD,2773,MONTGOMERYMD,,,,NEW MARK COMMONS,Benjamin E Payes,3017219,"Spring Street Realty, LLC",SSTR1,(301) 263-8100,,,,,,,,,,,7215,2019,0.09,011,FeeSimple,No,No,Yes,Annually,2583,Annually,1985,2125,,3,2,1,Three,Contemporary,Main,,Yes,2,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2125,0,,,
MDPG583038,RES,Active,,1,1,10/01/2020,,,,"$289,900","$289,900",,2903,,Mueserbush,,Glenarden,MD,5524,PRINCEGEORGESMD,,,,FROST,Saliq Khawar,3051545,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,3277,2019,0.03,011,FeeSimple,No,No,Yes,Monthly,81,Monthly,1989,1727,Excellent,3,3,,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,3,0,,BRIGHT,1167,560,Excellent,,
MDPG582820,RES,Active,,1,1,10/01/2020,,,,"$215,000","$215,000",,5604,,62Nd,,Riverdale,MD,2632,PRINCEGEORGESMD,,,,TEMPLETON KNOLLS,Leisel L Taylor,3029694,Keller Williams Preferred Properties,KWPP1,(240) 737-5000,,,,,,,,,,,2629,2019,0.08,011,FeeSimple,No,No,No,,,,1951,1152,Good,3,1,0,Two,Colonial,"Main,Upper1",,No,,No,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1152,0,Good,,
DCDC489912,RES,Active,,1,1,10/01/2020,,,,"$220,000","$220,000",,2117,,Fort Davis,B,Washington,DC,1370,WASHINGTONDC,,,,HILL CREST,Olekanma A Ekekwe,3224538,Above Realty Solutions,ABVR1,(202) 821-2252,,,,,,,,,,,1420,2019,0.04,,FeeSimple,No,Yes,No,,,,1940,1225,,3,2,,Two,Colonial,"Main,Upper1,Upper2",,No,,,,,7,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1225,0,,,
VAFX1158286,RES,Active,,1,1,10/01/2020,,,,"$400,000","$400,000",,6703,,Hopewell,,Springfield,VA,3838,FAIRFAXVA,,,,EDSALL PARK,Ross Hunt III,3090983,"McEnearney Associates, Inc.",MCE1,(703) 549-9292,,,,,,,,,,,4782,2020,0.24,132,FeeSimple,No,No,No,,,,1957,1412,,3,1,,One,Rancher,Main,,No,,,,,,No,No,No,,,,,2.5,,,BRIGHT,1412,0,,,
MDMC728094,RES,Active,,1,1,10/01/2020,,,,"$549,900","$549,900",,6720,,Heatherford,,Rockville,MD,1521,MONTGOMERYMD,,,,WINTERS RUN,Kenneth M Abramowitz,3017706,RE/MAX Town Center,RXTC1,(301) 540-2232,,,,,,,,,,,4924,2019,0.59,011,FeeSimple,No,No,No,,,,1971,2746,,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1918,828,,,
VAFX1158984,RES,Active,,1,1,10/01/2020,,,,"$529,990","$529,990",,2324,,Wind Charm,01,Herndon,VA,,FAIRFAXVA,,,,METROPARK AT ARROWBROOK,Shawn M Evans,3008060,Monument Sotheby's International Realty,MONUM1,(410) 525-5435,,,,,,,,,,,6100,2020,,,Condominium,No,Yes,Yes,Monthly,75,Monthly,2021,1495,,2,2,,One,"Contemporary,Transitional,CondoUnit",Main,1,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,Yes,BROOKLYN,,,,1.75,,,BRIGHT,1495,,,,
VAFX1158960,RES,Active,,1,1,10/01/2020,,,,"$925,000","$925,000",,3209,,Nottage,,Falls Church,VA,3811,FAIRFAXVA,,,,ANNALEE HEIGHTS,Aaron A Probasco,3087067,KW United,KWR30,(703) 533-1500,,,,,,,,,,,4093,2020,0.17,,FeeSimple,No,No,No,,,,2020,2866,Excellent,5,3,1,Two,Craftsman,"Main,Upper1",,No,,,,,,Yes,No,Yes,,,,,2.5,,,BRIGHT,2866,0,Excellent,,
VAFX1158852,RES,Active,,1,1,10/01/2020,,,,"$300,000","$300,000",,7526,,Coxton,D,Alexandria,VA,2297,FAIRFAXVA,,,,SOUTH MEADOWS,Erin K Jones,3030185,KW Metro Center,KWR19,(703) 535-3610,,,,,,,,,,,2736,2020,,038,Condominium,No,Yes,No,,,,1996,1100,VeryGood,2,2,,One,Contemporary,Main,1,No,,Yes,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,1100,0,VeryGood,,
VAAR170328,RES,Active,,1,1,10/01/2020,,,,"$579,900","$579,900",,3262,S,Utah,,Arlington,VA,1908,ARLINGTONVA,,,,FAIRLINGTON,Thomas Arehart,96174,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,5063,2020,,004,Condominium,No,Yes,No,,,,1940,1500,Excellent,2,2,,Three,"Colonial,Contemporary,Federal","Lower1,Main,Upper1",,Yes,,,,,9,Yes,No,No,Clarendon,,,,2.5,,,BRIGHT,1000,500,Excellent,,
VAFX1158974,RES,Active,,1,1,10/01/2020,,,,"$489,990","$489,990",,2324,,Wind Charm,02,Herndon,VA,,FAIRFAXVA,,,,METROPARK AT ARROWBROOK,Shawn M Evans,3008060,Monument Sotheby's International Realty,MONUM1,(410) 525-5435,,,,,,,,,,,5635,2020,,,Condominium,No,Yes,Yes,Monthly,75,Monthly,2021,1451,,2,2,,Four,"Contemporary,Transitional,CondoUnit",Main,1,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,Yes,ETHAN,,,,1.75,,,BRIGHT,1451,,,,
VAPW506090,RES,Active,,1,1,10/01/2020,,,,"$379,900","$379,900",,6155,,Talk,,Woodbridge,VA,4188,PRINCEWILLIAMVA,,,,TRENTDALE VILLAGE,Lane A Miller,142074,Fairfax Realty Select,FXR1,(703) 533-8660,,,,,,,,,,,4585,2020,0.13,131,FeeSimple,No,No,Yes,Monthly,85,Monthly,2000,2154,VeryGood,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,No,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1589,565,VeryGood,,
DCDC488912,RES,Active,,1,1,10/01/2020,,,,"$700,000","$700,000",,1665,,Montello,,Washington,DC,2758,WASHINGTONDC,,,,TRINIDAD,Richard L Ragan,94884,"Long & Foster Real Estate, Inc.",LNG42,(202) 944-8400,,,,,,,,,,,5383,2019,0.04,,FeeSimple,No,No,No,,,,1927,1824,Excellent,3,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,,No,"DryerInUnit,LowFlrLndry,WasherInUnit",,,Yes,No,No,,,,,2.5,0,,BRIGHT,1216,608,Excellent,,
VAFX1158972,RES,Active,,1,1,10/01/2020,,,,"$449,990","$449,990",,2324,,Wind Charm,03,Herndon,VA,,FAIRFAXVA,,,,METROPARK AT ARROWBROOK,Shawn M Evans,3008060,Monument Sotheby's International Realty,MONUM1,(410) 525-5435,,,,,,,,,,,5175,2020,,,Condominium,No,Yes,Yes,Monthly,75,Monthly,2020,1275,,2,2,,Four,"Contemporary,Transitional,CondoUnit",Main,1,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,Yes,COLTON,,,,1.75,,,BRIGHT,1275,,,,
DCDC489882,RES,Active,,1,1,10/01/2020,,,,"$400,000","$400,000",,422,,Butternut,T-6,Washington,DC,1976,WASHINGTONDC,,,,BRIGHTWOOD,RUSSELL F BROWN,3110267,"Realty One Group Performance, LLC",ROGPER1,(240) 583-1183,,,,,,,,,,,2666,2019,,,Condominium,No,Yes,No,,,,1931,907,Excellent,2,2,,One,CondoUnit,Main,1,No,,No,"Common,DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,,,,,3,1.5,,BRIGHT,907,0,Excellent,,
VAFX1158964,RES,Active,,1,1,10/01/2020,,,,"$524,990","$524,990",,2324,,Wind Charm,04,Herndon,VA,,FAIRFAXVA,,,,METROPARK AT ARROWBROOK,Shawn M Evans,3008060,Monument Sotheby's International Realty,MONUM1,(410) 525-5435,,,,,,,,,,,6040,2020,,,Condominium,No,Yes,Yes,Monthly,75,Monthly,2020,1469,,2,2,,One,"Contemporary,Transitional,CondoUnit",Main,1,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,Yes,AVA,,,,1.75,,,BRIGHT,1469,,,,
MDMC728314,RES,Active,,1,29,10/01/2020,,,,"$344,900","$344,900",,7923,,Eastern,106,Silver Spring,MD,5803,MONTGOMERYMD,,,,AURORA,Dinh Peter Nguyen,3016628,TTR Sotheby's International Realty,TTRS8,(703) 745-1212,,,,,,,,,,,3401,2019,,,Condominium,No,Yes,Yes,Monthly,290,Monthly,1965,907,,2,2,,One,Contemporary,Main,1,No,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,907,0,,,
MDMC728086,RES,Active,,1,47,10/01/2020,,,,"$369,900","$369,900",,3407,,Spring Club,55,Silver Spring,MD,4650,MONTGOMERYMD,,,,WOODLAKE TOWNS CODM,Eunice Chu,110786,"RE/MAX Realty Centre, Inc.",RRC1,(301) 774-5900,,,,,,,,,,,4218,2019,0,011,FeeSimple,No,Yes,Yes,Monthly,209,Monthly,2013,1520,,3,2,2,Three,Contemporary,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1520,0,,,
MDHW286050,RES,Active,,1,1,10/01/2020,,,,"$425,000","$425,000",,9485,,Glen Ridge,,Laurel,MD,1338,HOWARDMD,,,,NORTH RIDGE,Patricia B Smallwood,31970,Maryland Real Estate Network,MDRN1,(240) 456-0016,,,,,,,,,,,4525,2019,0.14,010,FeeSimple,No,No,No,,,,1986,2160,VeryGood,3,3,,Four,SplitLevel,"Lower1,Lower2,Main,Upper1",,Yes,,Yes,"Hookup,LowFlrLndry",,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1680,480,VeryGood,100,75
MDPG583142,RES,Active,,1,1,10/01/2020,,,,"$499,000","$499,000",,6712,,44Th,,University Park,MD,1105,PRINCEGEORGESMD,,,,UNIVERSITY PARK,Jennifer S Morrow,76942,Compass,COMPS2,(301) 298-1001,,,,,,,,,,,8223,2019,0.11,011,FeeSimple,No,No,No,,,,1945,1960,Good,5,1,2,Four,"Colonial,Traditional","Lower1,Main,Upper1,Upper2",,Yes,,,,,,No,No,No,,,,,2.5,0,,BRIGHT,1960,0,Good,,
VAAR170586,RES,Active,,1,1,10/01/2020,,,,"$624,900","$624,900",,1320,N,Wayne,208,Arlington,VA,5891,ARLINGTONVA,,,,COURTHOUSE,Bradley K Griffin,76711,Coldwell Banker Realty,CBRB53,(301) 718-0010,,,,,,,,,,,5349,2020,,004,Condominium,No,Yes,No,,,,1996,890,,2,1,,One,Traditional,Main,2,No,1,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,890,0,,,
MDHW285974,RES,Active,,1,1,10/01/2020,,,,"$875,000","$875,000",,7113,,Ramsgate,,Clarksville,MD,1738,HOWARDMD,,,,ASHLEIGH KNOLLS,Karla Pinato,99281,"Northrop Realty, A Long & Foster Company",NRP1,(410) 531-0321,,,,,,,,,,,11098,2019,0.77,010,FeeSimple,No,No,Yes,Monthly,39.17,Monthly,1996,4760,Excellent,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"HasLaundry,MainFlrLndry",,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,3400,1360,Excellent,,
VAFX1158958,RES,Active,,1,1,10/01/2020,,,,"$574,990","$574,990",,2324,,Wind Charm,05,Herndon,VA,,FAIRFAXVA,,,,METROPARK AT ARROWBROOK,Shawn M Evans,3008060,Monument Sotheby's International Realty,MONUM1,(410) 525-5435,,,,,,,,,,,6620,2020,,,Condominium,No,Yes,Yes,Monthly,75,Monthly,2020,1658,,2,2,,One,"Contemporary,Transitional,CondoUnit",Main,4,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,Yes,DECLAN,,,,1.75,,,BRIGHT,1658,,,,
VALO422756,RES,Active,,1,1,10/01/2020,,,,"$749,990","$749,990",,316,,Lake View,,Leesburg,VA,2051,LOUDOUNVA,,,,OLD WATERFORD KNOLL,Alexander J Bracke,3052661,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,7610,2020,0.31,,FeeSimple,No,No,Yes,Monthly,22,Monthly,1998,4465,,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,HasLaundry,,,Yes,No,No,,,,,2.5,,,BRIGHT,3328,1137,,,
MDMC727934,RES,Active,,1,1,10/01/2020,,,,"$599,000","$599,000",,10512,,Amherst,,Silver Spring,MD,4214,MONTGOMERYMD,,,,GLENVIEW,Kathleen L Whalen,5948,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,,,,,,,,,,,4375,2019,0.17,011,FeeSimple,No,No,No,,,,1946,1609,Excellent,3,3,,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1609,0,Excellent,,
